Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0713,0.1387,0.0674,51.39
1,0.0553,0.1404,0.0851,39.38
2,0.0778,0.1406,0.0628,55.31
3,0.0493,0.1365,0.0872,36.12
