Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0553,0.1268,0.0715,43.63
1,0.0513,0.1259,0.0747,40.70
2,0.0568,0.1288,0.0720,44.11
3,0.0626,0.1293,0.0668,48.36
