Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0494,0.1630,0.1136,30.32
1,0.0520,0.1629,0.1109,31.93
2,0.0587,0.1630,0.1044,35.99
3,0.0543,0.1630,0.1087,33.33
