Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0645,0.1717,0.1072,37.57
1,0.0766,0.1746,0.0981,43.85
2,0.0632,0.1730,0.1098,36.55
3,0.0541,0.1692,0.1151,31.98
