Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0528,0.2285,0.1757,23.12
1,0.0591,0.2300,0.1709,25.69
2,0.0739,0.2298,0.1559,32.16
3,0.0697,0.2302,0.1606,30.26
