Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.2110,2.6647,1.4537,45.45
1,1.2820,2.6903,1.4082,47.65
2,1.1490,2.6601,1.5110,43.20
3,1.0702,2.6895,1.6194,39.79
4,0.9973,2.6963,1.6990,36.99
