Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.0974,2.5860,1.4886,42.44
1,1.0890,2.5731,1.4841,42.32
2,1.0357,2.5733,1.5376,40.25
3,0.9877,2.5900,1.6023,38.14
4,0.9787,2.5956,1.6169,37.70
