Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.0679,2.4224,1.3545,44.09
1,1.0714,2.4256,1.3543,44.17
2,1.0110,2.4257,1.4147,41.68
3,0.9109,2.4230,1.5121,37.59
4,0.8738,2.4263,1.5524,36.02
