Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.2605,2.7291,1.4685,46.19
1,1.2881,2.7291,1.4410,47.20
2,1.3554,2.7290,1.3737,49.66
3,1.2541,2.7091,1.4550,46.29
4,1.2879,2.7091,1.4212,47.54
