Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.3380,2.8009,1.4629,47.77
1,1.3370,2.8004,1.4634,47.74
2,1.2821,2.8008,1.5187,45.78
3,1.3110,2.7987,1.4878,46.84
4,1.3121,2.8007,1.4886,46.85
