Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.1743,2.5690,1.3947,45.71
1,1.2330,2.5441,1.3111,48.46
2,1.1732,2.5437,1.3704,46.12
3,1.2195,2.5872,1.3677,47.14
4,1.1664,2.5690,1.4026,45.40
