Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.1859,2.5673,1.3814,46.19
1,1.1942,2.5662,1.3720,46.53
2,1.2500,2.5970,1.3469,48.13
3,1.1846,2.5615,1.3769,46.25
4,1.2174,2.5681,1.3508,47.40
