Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,9.4275,22.1701,12.7426,42.52
1,9.6222,22.1763,12.5540,43.39
2,9.3878,22.1705,12.7826,42.34
3,9.5427,22.1761,12.6333,43.03
4,9.8864,22.1700,12.2836,44.59
5,9.7200,22.1706,12.4505,43.84
