Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,9.3481,21.8883,12.5402,42.71
1,9.6994,21.8948,12.1954,44.30
2,9.0967,21.8951,12.7983,41.55
3,9.3266,21.8938,12.5672,42.60
4,9.5806,21.8882,12.3076,43.77
5,9.2442,21.8953,12.6511,42.22
