Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,8.8145,20.7897,11.9752,42.40
1,8.8454,20.7894,11.9440,42.55
2,8.9090,20.7951,11.8862,42.84
3,8.8747,20.7893,11.9146,42.69
4,9.1929,20.7893,11.5964,44.22
5,8.8966,20.7946,11.8981,42.78
