Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.8199,2.7210,0.9010,66.89
1,1.8413,2.7191,0.8778,67.72
2,1.8540,2.7210,0.8670,68.14
3,1.8356,2.7210,0.8853,67.46
