Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.8843,1.6651,0.7808,53.11
1,0.9282,1.6215,0.6933,57.24
2,0.9401,1.6660,0.7259,56.43
3,0.9258,1.6645,0.7388,55.62
