Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.9400,2.7195,1.7795,34.56
1,1.0115,2.7157,1.7042,37.25
2,0.9890,2.7267,1.7377,36.27
3,0.9765,2.7227,1.7461,35.87
