Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.9153,2.6456,1.7303,34.60
1,0.9440,2.6566,1.7126,35.53
2,1.0159,2.6561,1.6401,38.25
3,0.9784,2.6455,1.6671,36.98
