Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.9560,2.6198,1.6638,36.49
1,0.9286,2.5991,1.6705,35.73
2,0.9806,2.6165,1.6359,37.48
3,0.8758,2.6034,1.7275,33.64
