Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.5829,4.4838,2.9009,35.30
1,1.5894,4.4879,2.8985,35.42
2,1.6096,4.4838,2.8742,35.90
3,1.7528,4.4878,2.7350,39.06
