Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.2339,3.9701,2.7362,31.08
1,1.2782,3.9581,2.6799,32.29
2,1.3312,3.9655,2.6343,33.57
3,1.4552,3.9581,2.5029,36.77
