Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.2562,3.9882,2.7320,31.50
1,1.2883,3.9891,2.7008,32.30
2,1.3256,3.9881,2.6625,33.24
3,1.4581,3.9912,2.5331,36.53
