Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.6114,2.1298,1.5184,28.71
1,0.8193,2.1271,1.3078,38.52
2,0.6113,2.1140,1.5027,28.92
3,0.5088,2.1277,1.6189,23.91
4,0.5144,2.1150,1.6006,24.32
