Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,2.1445,4.7502,2.6057,45.14
1,2.2860,4.7127,2.4267,48.51
2,2.1883,4.7522,2.5639,46.05
3,1.9179,4.7527,2.8348,40.35
4,1.9115,4.7531,2.8416,40.22
