Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.0282,2.8020,1.7738,36.69
1,0.9912,2.8105,1.8193,35.27
2,1.0629,2.8084,1.7455,37.85
3,1.0362,2.8020,1.7658,36.98
