Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.9059,2.5689,1.6629,35.27
1,0.8591,2.5647,1.7056,33.50
2,0.8826,2.5647,1.6820,34.42
3,0.8878,2.5689,1.6811,34.56
