Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.8733,2.5737,1.7004,33.93
1,0.8757,2.5735,1.6979,34.03
2,0.8639,2.5732,1.7093,33.57
3,0.8936,2.5733,1.6797,34.73
