Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.4580,3.2804,1.8223,44.45
1,1.5287,3.2913,1.7627,46.45
2,1.4695,3.2803,1.8108,44.80
3,1.4978,3.2909,1.7931,45.51
