Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.5708,3.3853,1.8145,46.40
1,1.6064,3.3851,1.7787,47.46
2,1.5223,3.3853,1.8630,44.97
3,1.5939,3.3851,1.7913,47.08
