Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.6714,1.2342,0.5627,54.40
1,0.6780,1.2334,0.5554,54.97
2,0.6362,1.2144,0.5781,52.39
3,0.6159,1.2330,0.6171,49.95
4,0.5657,1.2140,0.6483,46.60
