Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.3378,0.8063,0.4685,41.89
1,0.3836,0.7786,0.3950,49.26
2,0.3354,0.7786,0.4432,43.08
3,0.3013,0.7934,0.4921,37.98
4,0.3210,0.7992,0.4782,40.17
