Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.5232,1.0819,0.5587,48.36
1,0.5985,1.0818,0.4833,55.32
2,0.5674,1.0955,0.5281,51.79
3,0.5234,1.0953,0.5719,47.79
4,0.5294,1.0954,0.5660,48.33
