Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.5541,1.1250,0.5710,49.25
1,0.6530,1.1249,0.4719,58.05
2,0.5962,1.1284,0.5322,52.83
3,0.5429,1.1213,0.5784,48.41
4,0.5423,1.1195,0.5772,48.44
