Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.0077,2.3843,1.3766,42.26
1,1.0713,2.3840,1.3127,44.94
2,1.0086,2.3842,1.3756,42.30
3,0.8924,2.3844,1.4921,37.43
4,0.8906,2.3841,1.4935,37.35
