Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.9425,2.2281,1.2857,42.30
1,0.9780,2.2343,1.2562,43.77
2,0.9579,2.2335,1.2756,42.89
3,0.8122,2.2339,1.4217,36.36
4,0.8198,2.2340,1.4142,36.70
