Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.3052,2.8091,1.5038,46.47
1,1.3184,2.8193,1.5009,46.76
2,1.3297,2.8096,1.4799,47.33
3,1.3199,2.8141,1.4943,46.90
4,1.3182,2.8137,1.4955,46.85
