Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.2474,2.7327,1.4853,45.65
1,1.3191,2.7329,1.4138,48.27
2,1.3571,2.7330,1.3759,49.66
3,1.2586,2.7333,1.4746,46.05
4,1.3302,2.7396,1.4094,48.55
