Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.3742,2.8243,1.4502,48.65
1,1.3753,2.8241,1.4487,48.70
2,1.2963,2.8179,1.5216,46.00
3,1.3642,2.8241,1.4600,48.30
4,1.2820,2.8175,1.5355,45.50
