Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.3551,2.8453,1.4901,47.63
1,1.3207,2.8464,1.5257,46.40
2,1.3275,2.8394,1.5119,46.75
3,1.3054,2.8451,1.5397,45.88
4,1.2905,2.8465,1.5560,45.34
