Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.3424,2.9213,1.5790,45.95
1,1.3658,2.9215,1.5557,46.75
2,1.3853,2.9292,1.5439,47.29
3,1.4130,2.9305,1.5175,48.22
4,1.4095,2.9312,1.5217,48.09
