Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.1879,2.4670,1.2791,48.15
1,1.1620,2.4368,1.2748,47.69
2,1.1871,2.4628,1.2757,48.20
3,1.1768,2.4684,1.2916,47.67
4,1.2191,2.4679,1.2489,49.40
5,1.1601,2.4417,1.2817,47.51
