Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.0461,2.1717,1.1256,48.17
1,1.0294,2.1850,1.1557,47.11
2,1.0627,2.1852,1.1225,48.63
3,1.0278,2.1630,1.1352,47.52
4,1.0249,2.1670,1.1421,47.30
5,1.0378,2.1678,1.1300,47.87
