Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,1.0201,2.2038,1.1836,46.29
1,1.0512,2.2042,1.1530,47.69
2,1.0340,2.2039,1.1699,46.92
3,1.0476,2.2042,1.1566,47.53
4,1.0216,2.2036,1.1819,46.36
5,1.0613,2.2035,1.1423,48.16
