Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0460,0.1158,0.0697,39.76
1,0.0690,0.1202,0.0511,57.44
2,0.0725,0.1203,0.0479,60.23
3,0.0751,0.1203,0.0453,62.39
4,0.0690,0.1203,0.0513,57.39
5,0.0474,0.1159,0.0685,40.88
