Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0802,0.1691,0.0889,47.42
1,0.0852,0.1690,0.0838,50.43
2,0.0643,0.1627,0.0984,39.53
3,0.0566,0.1628,0.1062,34.75
4,0.0654,0.1630,0.0976,40.11
5,0.0515,0.1628,0.1113,31.64
