Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0603,0.1490,0.0887,40.47
1,0.0853,0.1560,0.0708,54.65
2,0.0815,0.1544,0.0729,52.78
3,0.0802,0.1552,0.0749,51.72
4,0.0851,0.1560,0.0709,54.56
5,0.0515,0.1490,0.0975,34.54
