Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.1009,0.1982,0.0974,50.89
1,0.0643,0.1858,0.1215,34.60
2,0.0988,0.1989,0.1000,49.70
3,0.0608,0.1865,0.1258,32.57
4,0.0920,0.1960,0.1040,46.92
5,0.0904,0.1964,0.1060,46.03
