Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,10.8549,25.1170,14.2621,43.22
1,10.7239,25.1144,14.3905,42.70
2,10.6551,25.0737,14.4186,42.49
3,10.5233,25.1167,14.5934,41.90
4,10.6024,25.1162,14.5138,42.21
