Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0543,0.1480,0.0937,36.68
1,0.0514,0.1487,0.0973,34.58
2,0.0795,0.1545,0.0750,51.45
3,0.0577,0.1484,0.0907,38.88
4,0.0788,0.1531,0.0742,51.51
5,0.0561,0.1517,0.0955,37.02
