Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0757,0.1441,0.0685,52.51
1,0.0815,0.1448,0.0633,56.28
2,0.0845,0.1435,0.0590,58.86
3,0.0810,0.1434,0.0624,56.50
4,0.0631,0.1384,0.0753,45.61
5,0.0538,0.1384,0.0846,38.89
