Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0855,0.2144,0.1290,39.86
1,0.1042,0.2099,0.1057,49.62
2,0.0953,0.2104,0.1151,45.31
3,0.1097,0.2143,0.1045,51.21
4,0.0769,0.2031,0.1262,37.87
5,0.0571,0.2074,0.1502,27.56
