Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0764,0.1540,0.0776,49.62
1,0.0799,0.1537,0.0738,51.97
2,0.0568,0.1548,0.0980,36.68
3,0.0752,0.1628,0.0876,46.18
4,0.0664,0.1580,0.0915,42.05
5,0.0871,0.1634,0.0764,53.27
