Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,12.1489,14.7517,2.6028,82.36
1,12.1561,14.7439,2.5878,82.45
2,12.1225,14.7517,2.6292,82.18
3,12.1118,14.7511,2.6393,82.11
4,12.1371,14.7439,2.6068,82.32
