Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,9.6691,12.0644,2.3954,80.15
1,9.6574,12.0588,2.4013,80.09
2,9.6661,12.0729,2.4067,80.06
3,9.6699,12.0727,2.4028,80.10
4,9.6809,12.0732,2.3922,80.19
