Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,6.7725,8.8903,2.1178,76.18
1,6.8493,8.8999,2.0506,76.96
2,6.8100,8.8854,2.0754,76.64
3,6.8060,8.8849,2.0789,76.60
4,6.7961,8.8853,2.0892,76.49
