Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,6.9910,9.0853,2.0943,76.95
1,6.9008,9.0659,2.1651,76.12
2,6.9322,9.0658,2.1336,76.47
3,7.0273,9.0799,2.0525,77.39
4,6.9905,9.0800,2.0894,76.99
