Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,3.3993,4.8703,1.4710,69.80
1,3.3679,4.8580,1.4901,69.33
2,3.4253,4.8737,1.4484,70.28
3,3.4109,4.8708,1.4599,70.03
4,3.3656,4.8575,1.4919,69.29
5,3.4298,4.8740,1.4441,70.37
