Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,5.8094,7.6074,1.7980,76.36
1,5.7265,7.5914,1.8648,75.44
2,5.7714,7.5984,1.8270,75.96
3,5.7917,7.6096,1.8179,76.11
4,5.7209,7.5915,1.8705,75.36
5,5.7696,7.6092,1.8396,75.82
