Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,8.8281,21.8737,13.0456,40.36
1,8.9074,21.8346,12.9273,40.79
2,8.9263,21.8343,12.9080,40.88
3,6.9862,21.8692,14.8830,31.95
4,7.1784,21.8345,14.6561,32.88
