Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,9.2105,23.5196,14.3090,39.16
1,9.3413,23.5141,14.1728,39.73
2,9.1902,23.4796,14.2894,39.14
3,7.7097,23.5145,15.8048,32.79
4,7.7283,23.5198,15.7915,32.86
