Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,8.5973,21.5977,13.0004,39.81
1,8.4031,21.6024,13.1993,38.90
2,7.9914,21.5977,13.6063,37.00
3,7.0494,21.5503,14.5009,32.71
4,6.8212,21.5920,14.7708,31.59
