Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0500,0.1593,0.1093,31.37
1,0.0842,0.1639,0.0798,51.34
2,0.0887,0.1649,0.0761,53.82
3,0.0863,0.1640,0.0777,52.61
4,0.0628,0.1593,0.0965,39.43
