Rank,MPI.Time,Full.Time,Comp.Time,Comm.Ratio
0,0.0545,0.1314,0.0769,41.50
1,0.0742,0.1369,0.0627,54.21
2,0.0800,0.1373,0.0573,58.29
3,0.0539,0.1358,0.0819,39.67
4,0.0723,0.1373,0.0651,52.62
